count,noun_word,noun_pos,adj1_word,adj2_word,adj1_pos,adj2_pos
3,автодорога,NN,московский,кольцевой,JJ,JJ
1,автодорога,NN,основной,городской,JJ,JJ
1,автокорреляция,NN,глобальный,пространственный,JJ,JJ
1,автомагистраль,NN,внутригородский,платный,JJ,JJ
1,автомагистраль,NN,китайский,национальный,JJ,JJ
1,автомагистраль,NN,основной,скоростной,JJ,JJ
1,автомат,NN,автономный,конечный,JJ,JJ
1,автомат,NN,аркадный,игровой,JJ,JJ
1,автомат,NN,игровой,торговый,JJ,JJ
1,автомат,NN,импортный,торговый,JJ,JJ
1,автомат,NN,классический,конечный,JJ,JJ
2,автомат,NN,механический,торговый,JJ,JJ
1,автомат,NN,обратный,торговый,JJ,JJ
1,автомат,NN,первый,комбинированный,JJ,JJ
1,автомат,NN,первый,спичечный,JJ,JJ
1,автомат,NN,первый,телефонный,JJ,JJ
1,автомат,NN,подлинный,недетерминированный,JJ,JJ
2,автомат,NN,различный,торговый,JJ,JJ
4,автомат,NN,советский,игровой,JJ,JJ
1,автомобиль,NN,гибридный,грузовой,JJ,JJ
1,автомобиль,NN,городской,малолитражный,JJ,JJ
1,автомобиль,NN,дорогой,личный,JJ,JJ
1,автомобиль,NN,другой,спортивный,JJ,JJ
1,автомобиль,NN,импортный,легковой,JJ,JJ
1,автомобиль,NN,коммерческий,развозной,JJ,JJ
1,автомобиль,NN,многоместный,пассажирский,JJ,JJ
1,автомобиль,NN,небольшой,экономичный,JJ,JJ
1,автомобиль,NN,новый,спортивный,JJ,JJ
1,автомобиль,NN,первый,бензиновый,JJ,JJ
1,автомобиль,NN,первый,грузовой,JJ,JJ
1,автомобиль,NN,первый,русский,JJ,JJ
1,автомобиль,NN,первый,японский,JJ,JJ
1,автомобиль,NN,перспективный,легковой,JJ,JJ
1,автомобиль,NN,ранний,грузовой,JJ,JJ
1,автомобиль,NN,советский,легковой,JJ,JJ
2,автомобиль,NN,тяжелый,грузовой,JJ,JJ
1,автомобиль,NN,узкоспециализированный,грузопассажирский,JJ,JJ
1,автомобиль,NN,четырехдверный,открытый,JJ,JJ
1,автономия,NN,единый,осетинский,JJ,JJ
1,автономия,NN,иудейский,религиозный,JJ,JJ
1,автономия,NN,полный,внутренний,JJ,JJ
1,автономия,NN,современный,танзанийский,JJ,JJ
1,автономия,NN,широкий,хозяйственный,JJ,JJ
1,автоперевозка,NN,междугородний,пассажирский,JJ,JJ
1,автопилот,NN,различный,отечественный,JJ,JJ
1,автопредприятие,NN,выксунский,пассажирский,JJ,JJ
1,автопредприятие,NN,муниципальный,пассажирский,JJ,JJ
1,автопроизводитель,NN,крупный,мировой,JJ,JJ
1,автор,NN,греко-римский,классический,JJ,JJ
5,автор,NN,другой,античный,JJ,JJ
1,автор,NN,другой,важный,JJ,JJ
1,автор,NN,другой,древнеримский,JJ,JJ
4,автор,NN,другой,древний,JJ,JJ
2,автор,NN,другой,известный,JJ,JJ
1,автор,NN,другой,иранский,JJ,JJ
1,автор,NN,другой,эллинистический,JJ,JJ
1,автор,NN,европейский,литературный,JJ,JJ
1,автор,NN,здный,древнегреческий,JJ,JJ
1,автор,NN,значительный,средневековый,JJ,JJ
1,автор,NN,израильский,арабский,JJ,JJ
1,автор,NN,консервативный,протестантский,JJ,JJ
1,автор,NN,любимый,античный,JJ,JJ
1,автор,NN,неизвестный,древнерусский,JJ,JJ
1,автор,NN,остальной,античный,JJ,JJ
1,автор,NN,первый,античный,JJ,JJ
1,автор,NN,первый,западный,JJ,JJ
1,автор,NN,первый,иудейский,JJ,JJ
1,автор,NN,первый,христианский,JJ,JJ
1,автор,NN,поздний,античный,JJ,JJ
1,автор,NN,поздний,французский,JJ,JJ
1,автор,NN,последующий,русский,JJ,JJ
1,автор,NN,различный,древний,JJ,JJ
1,автор,NN,разный,античный,JJ,JJ
1,автор,NN,ранний,античный,JJ,JJ
2,автор,NN,сам,античный,JJ,JJ
1,автор,NN,сегодняшний,молодой,JJ,JJ
1,автор,NN,современный,западный,JJ,JJ
1,автор,NN,современный,российский,JJ,JJ
1,автор,NN,современный,русский,JJ,JJ
1,автор,NN,средневековый,армянский,JJ,JJ
1,автор,NN,средневековый,исламский,JJ,JJ
1,автор,NN,типичный,студенческий,JJ,JJ
1,авторейв,NN,спокойный,долговязый,JJ,JJ
1,авторитет,NN,влиятельный,криминальный,JJ,JJ
2,авторитет,NN,высокий,научный,JJ,JJ
1,авторитет,NN,высокий,религиозный,JJ,JJ
1,авторитет,NN,значительный,моральный,JJ,JJ
1,авторитет,NN,известный,криминальный,JJ,JJ
1,авторитет,NN,коварный,криминальный,JJ,JJ
1,авторитет,NN,колоссальный,научный,JJ,JJ
1,авторитет,NN,местный,криминальный,JJ,JJ
1,авторитет,NN,непререкаемый,военный,JJ,JJ
1,авторитет,NN,различный,православный,JJ,JJ
1,авторитет,NN,реформистский,религиозный,JJ,JJ
1,автосалон,NN,единственный,европейский,JJ,JJ
1,автосалон,NN,московский,международный,JJ,JJ
1,автосалон,NN,североамериканский,международный,JJ,JJ
2,автошкол,NN,первый,ковернинский,JJ,JJ
1,агент,NN,английский,дипломатический,JJ,JJ
1,агент,NN,английский,политический,JJ,JJ
1,агент,NN,апротонный,нитрующий,JJ,JJ
1,агент,NN,британский,политический,JJ,JJ
1,агент,NN,британский,спортивный,JJ,JJ
1,агент,NN,главный,торговый,JJ,JJ
1,агент,NN,голландский,торговый,JJ,JJ
1,агент,NN,другой,вирусный,JJ,JJ
1,агент,NN,другой,макроэкономический,JJ,JJ
1,агент,NN,другой,немецкий,JJ,JJ
1,агент,NN,другой,экономический,JJ,JJ
1,агент,NN,живой,болезнетворный,JJ,JJ
1,агент,NN,израильский,секретный,JJ,JJ
1,агент,NN,иной,экономический,JJ,JJ
1,агент,NN,многочисленный,тайный,JJ,JJ
1,агент,NN,неиндентифицированный,гуморальный,JJ,JJ
1,агент,NN,основной,нитрующий,JJ,JJ
1,агент,NN,первый,почтовый,JJ,JJ
1,агент,NN,предполагаемый,правительственный,JJ,JJ
1,агент,NN,приднестровский,экономический,JJ,JJ
1,агент,NN,секретный,польский,JJ,JJ
1,агент,NN,современный,специальный,JJ,JJ
1,агент,NN,старший,специальный,JJ,JJ
1,агент,NN,тайный,советский,JJ,JJ
1,агент,NN,третий,свободный,JJ,JJ
1,агентство,NN,американский,космический,JJ,JJ
1,агентство,NN,берлинский,информационный,JJ,JJ
1,агентство,NN,всемирный,антидопинговый,JJ,JJ
1,агентство,NN,головной,информационный,JJ,JJ
4,агентство,NN,европейский,космический,JJ,JJ
1,агентство,NN,иностранный,информационный,JJ,JJ
1,агентство,NN,интернациональный,телеграфный,JJ,JJ
1,агентство,NN,континентальный,детективный,JJ,JJ
1,агентство,NN,ленинградский,городской,JJ,JJ
1,агентство,NN,литовский,телеграфный,JJ,JJ
1,агентство,NN,международный,рейтинговый,JJ,JJ
1,агентство,NN,межпланетный,космический,JJ,JJ
2,агентство,NN,местный,информационный,JJ,JJ
1,агентство,NN,местный,туристический,JJ,JJ
2,агентство,NN,национальный,антидопинговый,JJ,JJ
1,агентство,NN,национальный,туристический,JJ,JJ
1,агентство,NN,независимый,федеральный,JJ,JJ
2,агентство,NN,нерегиональный,специализированный,JJ,JJ
1,агентство,NN,нижегородский,телеграфный,JJ,JJ
1,агентство,NN,нью-йоркский,рекламный,JJ,JJ
1,агентство,NN,петроградский,телеграфный,JJ,JJ
1,агентство,NN,питерский,информационный,JJ,JJ
1,агентство,NN,различный,исполнительный,JJ,JJ
2,агентство,NN,различный,космический,JJ,JJ
2,агентство,NN,российский,космический,JJ,JJ
2,агентство,NN,российский,телеграфный,JJ,JJ
1,агентство,NN,саудовский,информационный,JJ,JJ
1,агентство,NN,сингапурский,рекламный,JJ,JJ
1,агентство,NN,собственный,космический,JJ,JJ
1,агентство,NN,специализированный,международный,JJ,JJ
1,агентство,NN,специализированный,российский,JJ,JJ
1,агентство,NN,специализированный,туристический,JJ,JJ
1,агентство,NN,специальный,государственный,JJ,JJ
1,агентство,NN,специальный,подпольный,JJ,JJ
1,агентство,NN,украинский,информационный,JJ,JJ
1,агентство,NN,федеральный,архивный,JJ,JJ
2,агентство,NN,федеральный,космический,JJ,JJ
2,агентство,NN,центральный,телеграфный,JJ,JJ
1,агентура,NN,бывший,заграничный,JJ,JJ
1,агентура,NN,постоянный,заграничный,JJ,JJ
1,агентура,NN,собственный,секретный,JJ,JJ
1,агитация,NN,контрреволюционный,монархический,JJ,JJ
1,агитация,NN,нацистский,антисоветский,JJ,JJ
1,агломерация,NN,десятимиллионный,столичный,JJ,JJ
1,агломерация,NN,донецкий,индустриальный,JJ,JJ
1,агломерация,NN,другой,городской,JJ,JJ
5,агломерация,NN,крупный,городской,JJ,JJ
1,агломерация,NN,московский,городской,JJ,JJ
1,агломерация,NN,рурский,городской,JJ,JJ
1,агломерация,NN,сочинский,городской,JJ,JJ
1,агонист,NN,специфический,центральный,JJ,JJ
1,агрегат,NN,вакуумный,сушильный,JJ,JJ
1,агрегат,NN,главный,турбозубчатый,JJ,JJ
1,агрегат,NN,компрессорный,холодильный,JJ,JJ
1,агрегат,NN,общий,турбонасосный,JJ,JJ
1,агрегат,NN,основной,исполнительный,JJ,JJ
1,агрегат,NN,рыхлый,хлопьевидный,JJ,JJ
1,агрегат,NN,сложный,составной,JJ,JJ
1,агрегат,NN,темно-синий,полиминеральный,JJ,JJ
1,агрессивность,NN,низкий,химический,JJ,JJ
1,агрессия,NN,последующий,американский,JJ,JJ
1,агрон,NN,выдающийся,российский,JJ,JJ
1,агроном,NN,новый,главный,JJ,JJ
1,адаптация,NN,психологический,профессиональный,JJ,JJ
1,адаптация,NN,успешный,социальный,JJ,JJ
1,адаптер,NN,высокоинтеллектуальный,периферийный,JJ,JJ
1,адаптер,NN,компьютерный,сетевой,JJ,JJ
1,адвокат,NN,известный,российский,JJ,JJ
1,адвокат,NN,известный,ростовский,JJ,JJ
1,адвокат,NN,экстраординарный,королевский,JJ,JJ
1,адепт,NN,единственный,выдающийся,JJ,JJ
1,администратор,NN,молодой,слабохарактерный,JJ,JJ
1,администратор,NN,опытный,системный,JJ,JJ
1,ад­ми­ни­ст­ра­ции,NN,французский,ко­ло­ни­аль­ной,JJ,JJ
1,администрация,NN,американский,военный,JJ,JJ
1,администрация,NN,бахмутский,районный,JJ,JJ
1,администрация,NN,бельгийский,временный,JJ,JJ
2,администрация,NN,британский,военный,JJ,JJ
6,администрация,NN,британский,колониальный,JJ,JJ
1,администрация,NN,венецианский,военный,JJ,JJ
1,администрация,NN,власихинский,сельский,JJ,JJ
1,администрация,NN,военный,оккупационный,JJ,JJ
2,администрация,NN,временный,коалиционный,JJ,JJ
1,администрация,NN,высший,губернский,JJ,JJ
1,администрация,NN,германский,военный,JJ,JJ
1,администрация,NN,германский,оккупационный,JJ,JJ
1,администрация,NN,голландский,колониальный,JJ,JJ
2,администрация,NN,городской,государственный,JJ,JJ
1,администрация,NN,государственный,налоговый,JJ,JJ
1,администрация,NN,государственный,судебный,JJ,JJ
1,администрация,NN,гражданский,немецкий,JJ,JJ
1,администрация,NN,донецкий,областной,JJ,JJ
1,администрация,NN,жайремский,поселковый,JJ,JJ
1,администрация,NN,израильский,военный,JJ,JJ
1,администрация,NN,испанский,колониальный,JJ,JJ
1,администрация,NN,кировский,районный,JJ,JJ
2,администрация,NN,кокшетауский,городской,JJ,JJ
1,администрация,NN,местный,государственный,JJ,JJ
1,администрация,NN,местный,российский,JJ,JJ
1,администрация,NN,местный,финансовый,JJ,JJ
1,администрация,NN,научногородский,поселковый,JJ,JJ
1,администрация,NN,научногородской,сельский,JJ,JJ
1,администрация,NN,нацистский,колониальный,JJ,JJ
2,администрация,NN,немецкий,военный,JJ,JJ
2,администрация,NN,немецкий,оккупационный,JJ,JJ
1,администрация,NN,нидерландский,колониальный,JJ,JJ
1,администрация,NN,новодолинский,поселковый,JJ,JJ
1,администрация,NN,новый,городской,JJ,JJ
1,администрация,NN,новый,палестинский,JJ,JJ
1,администрация,NN,нуринский,поселковый,JJ,JJ
6,администрация,NN,областной,государственный,JJ,JJ
1,администрация,NN,остальной,центральный,JJ,JJ
1,администрация,NN,отдельный,самостоятельный,JJ,JJ
7,администрация,NN,палестинский,национальный,JJ,JJ
1,администрация,NN,парижский,городской,JJ,JJ
1,администрация,NN,подозрительный,московский,JJ,JJ
1,администрация,NN,подчиненный,городской,JJ,JJ
1,администрация,NN,российский,оккупационный,JJ,JJ
1,администрация,NN,русский,военный,JJ,JJ
8,администрация,NN,советский,военный,JJ,JJ
1,администрация,NN,станционный,поселковый,JJ,JJ
1,администрация,NN,тайыншинский,городской,JJ,JJ
1,администрация,NN,талдыкорганский,городской,JJ,JJ
2,администрация,NN,туманинский,сельский,JJ,JJ
1,администрация,NN,украинский,гражданский,JJ,JJ
1,администрация,NN,французский,военный,JJ,JJ
3,администрация,NN,французский,колониальный,JJ,JJ
1,администрация,NN,херсонский,оккупационный,JJ,JJ
2,администрация,NN,шахтинский,городской,JJ,JJ
1,администрация,NN,шульбинский,поселковый,JJ,JJ
1,администрация,NN,южный,поселковый,JJ,JJ
1,адмирал,NN,великий,корейский,JJ,JJ
1,адрес,NN,другой,обратный,JJ,JJ
1,азбук,NN,первый,киргизский,JJ,JJ
1,азбука,NN,великопермский,зырянский,JJ,JJ
1,азбука,NN,первый,абхазский,JJ,JJ
1,азбука,NN,русский,гражданский,JJ,JJ
1,азбука,NN,русский,семафорный,JJ,JJ
1,азбука,NN,третий,официальный,JJ,JJ
1,айнов,NN,существительный,курильский,JJ,JJ
1,академик,NN,знаменитый,парижский,JJ,JJ
1,академия,NN,американский,национальный,JJ,JJ
1,академия,NN,американский,теннисный,JJ,JJ
1,академия,NN,баджорский,военный,JJ,JJ
1,академия,NN,барселонский,королевский,JJ,JJ
2,академия,NN,бельгийский,королевский,JJ,JJ
1,академия,NN,берлинский,лесной,JJ,JJ
1,академия,NN,болгарский,исламский,JJ,JJ
1,академия,NN,британский,военный,JJ,JJ
3,академия,NN,будапештский,музыкальный,JJ,JJ
1,академия,NN,венский,императорский,JJ,JJ
1,академия,NN,венский,музыкальный,JJ,JJ
3,академия,NN,военный,артиллерийский,JJ,JJ
1,академия,NN,военный,электротехнический,JJ,JJ
12,академия,NN,высший,военный,JJ,JJ
1,академия,NN,государственный,классический,JJ,JJ
1,академия,NN,государственный,отраслевой,JJ,JJ
1,академия,NN,государственный,педагогический,JJ,JJ
1,академия,NN,государственный,российский,JJ,JJ
5,академия,NN,государственный,сельскохозяйственный,JJ,JJ
2,академия,NN,государственный,технологический,JJ,JJ
1,академия,NN,государственный,экономический,JJ,JJ
1,академия,NN,датский,королевский,JJ,JJ
1,академия,NN,двухгодичный,всесоюзный,JJ,JJ
1,академия,NN,детский,клубный,JJ,JJ
1,академия,NN,дореволюционный,духовный,JJ,JJ
1,академия,NN,другой,европейский,JJ,JJ
1,академия,NN,духовный,православный,JJ,JJ
1,академия,NN,женский,военный,JJ,JJ
2,академия,NN,западный,женский,JJ,JJ
1,академия,NN,запорожский,медицинский,JJ,JJ
1,академия,NN,индийский,национальный,JJ,JJ
1,академия,NN,ирландский,королевский,JJ,JJ
2,академия,NN,испанский,королевский,JJ,JJ
1,академия,NN,итальянский,национальный,JJ,JJ
10,академия,NN,казанский,духовный,JJ,JJ
1,академия,NN,католический,педагогический,JJ,JJ
2,академия,NN,киевский,духовный,JJ,JJ
3,академия,NN,королевский,военный,JJ,JJ
1,академия,NN,королевский,музыкальный,JJ,JJ
1,академия,NN,королевский,ремесленный,JJ,JJ
1,академия,NN,королевский,шведский,JJ,JJ
1,академия,NN,краковский,горный,JJ,JJ
1,академия,NN,красноярский,государственный,JJ,JJ
1,академия,NN,крупный,республиканский,JJ,JJ
1,академия,NN,кубанский,государственный,JJ,JJ
1,академия,NN,латвийский,музыкальный,JJ,JJ
2,академия,NN,ленинградский,духовный,JJ,JJ
1,академия,NN,литовский,ветеринарный,JJ,JJ
1,академия,NN,лондонский,королевский,JJ,JJ
2,академия,NN,международный,инженерный,JJ,JJ
1,академия,NN,международный,туристический,JJ,JJ
2,академия,NN,михайловский,артиллерийский,JJ,JJ
1,академия,NN,московский,ветеринарный,JJ,JJ
1,академия,NN,московский,горный,JJ,JJ
2,академия,NN,московский,государственный,JJ,JJ
22,академия,NN,московский,духовный,JJ,JJ
1,академия,NN,московский,медицинский,JJ,JJ
1,академия,NN,московский,сельскохозяйственный,JJ,JJ
1,академия,NN,московский,юридический,JJ,JJ
2,академия,NN,национальный,инженерный,JJ,JJ
1,академия,NN,национальный,музыкальный,JJ,JJ
1,академия,NN,национальный,теннисный,JJ,JJ
1,академия,NN,национальный,французский,JJ,JJ
1,академия,NN,нидерландский,королевский,JJ,JJ
1,академия,NN,нижегородский,сельскохозяйственный,JJ,JJ
2,академия,NN,николаевский,военный,JJ,JJ
2,академия,NN,николаевский,инженерный,JJ,JJ
2,академия,NN,николаевский,морской,JJ,JJ
1,академия,NN,петербургский,духовный,JJ,JJ
1,академия,NN,петроградский,духовный,JJ,JJ
1,академия,NN,православный,христианский,JJ,JJ
1,академия,NN,престижный,военный,JJ,JJ
1,академия,NN,профессиональный,футбольный,JJ,JJ
1,академия,NN,прусский,военный,JJ,JJ
1,академия,NN,пятигорский,фармацевтический,JJ,JJ
1,академия,NN,римский,археологический,JJ,JJ
1,академия,NN,римский,теологический,JJ,JJ
2,академия,NN,российский,императорский,JJ,JJ
3,академия,NN,российский,инженерный,JJ,JJ
1,академия,NN,российский,медицинский,JJ,JJ
1,академия,NN,российский,международный,JJ,JJ
1,академия,NN,российский,муниципальный,JJ,JJ
1,академия,NN,российский,общественный,JJ,JJ
2,академия,NN,санкт-петербургский,духовный,JJ,JJ
1,академия,NN,сморгонский,медвежий,JJ,JJ
1,академия,NN,собственный,футбольный,JJ,JJ
1,академия,NN,современный,гуманитарный,JJ,JJ
1,академия,NN,специальный,военный,JJ,JJ
1,академия,NN,стамбульский,музыкальный,JJ,JJ
1,академия,NN,столичный,имперский,JJ,JJ
1,академия,NN,тбилисский,государственный,JJ,JJ
1,академия,NN,украинский,сельскохозяйственный,JJ,JJ
1,академия,NN,украинский,хозяйственный,JJ,JJ
1,академия,NN,уральский,футбольный,JJ,JJ
1,академия,NN,уфимский,государственный,JJ,JJ
1,академия,NN,фрейбергский,горный,JJ,JJ
1,академия,NN,хабаровский,государственный,JJ,JJ
5,академия,NN,христианский,богословский,JJ,JJ
7,академия,NN,шведский,королевский,JJ,JJ
1,акварель,NN,многочисленный,пейзажный,JJ,JJ
1,аким,NN,первый,выборный,JJ,JJ
1,акита,NN,первый,японский,JJ,JJ
1,аккомпанемент,NN,обычный,гитарный,JJ,JJ
1,аккомпанемент,NN,ритмический,гитарный,JJ,JJ
1,аккорд,NN,другой,неустойчивый,JJ,JJ
1,аккорд,NN,заключительный,фортепьянный,JJ,JJ
1,аккредитация,NN,международный,профессиональный,JJ,JJ
1,аккредитация,NN,профессиональный,международный,JJ,JJ
1,акробат,NN,известный,цирковой,JJ,JJ
1,аксиоматика,NN,первый,полный,JJ,JJ
1,аксиоматика,NN,первый,строгий,JJ,JJ
1,акт,NN,арзамасский,поместный,JJ,JJ
1,акт,NN,безвременный,мировой,JJ,JJ
1,акт,NN,беспощадный,обвинительный,JJ,JJ
2,акт,NN,важный,законодательный,JJ,JJ
1,акт,NN,влагалищный,половой,JJ,JJ
1,акт,NN,всеобщий,государственный,JJ,JJ
1,акт,NN,главный,международный,JJ,JJ
1,акт,NN,двухпартийный,экономический,JJ,JJ
1,акт,NN,довременный,свободный,JJ,JJ
3,акт,NN,другой,законодательный,JJ,JJ
1,акт,NN,другой,правовой,JJ,JJ
1,акт,NN,единый,высший,JJ,JJ
1,акт,NN,единый,европейский,JJ,JJ
1,акт,NN,единый,нормативный,JJ,JJ
2,акт,NN,иной,нормативный,JJ,JJ
1,акт,NN,инстинктивный,поведенческий,JJ,JJ
1,акт,NN,космический,половой,JJ,JJ
1,акт,NN,крупный,террористический,JJ,JJ
1,акт,NN,локальный,законодательный,JJ,JJ
1,акт,NN,локальный,нормативный,JJ,JJ
1,акт,NN,международный,правовой,JJ,JJ
1,акт,NN,многочисленный,террористический,JJ,JJ
1,акт,NN,множественный,половой,JJ,JJ
1,акт,NN,модельный,законодательный,JJ,JJ
1,акт,NN,мощный,террористический,JJ,JJ
1,акт,NN,мужской,половой,JJ,JJ
2,акт,NN,муниципальный,правовой,JJ,JJ
1,акт,NN,национальный,правовой,JJ,JJ
1,акт,NN,недействующий,правовой,JJ,JJ
1,акт,NN,новый,законодательный,JJ,JJ
2,акт,NN,новый,правовой,JJ,JJ
18,акт,NN,нормативный,правовой,JJ,JJ
1,акт,NN,остальной,законодательный,JJ,JJ
1,акт,NN,отдельный,поведенческий,JJ,JJ
2,акт,NN,отдельный,правовой,JJ,JJ
1,акт,NN,первый,конституционный,JJ,JJ
1,акт,NN,первый,нормативный,JJ,JJ
1,акт,NN,первый,террористический,JJ,JJ
1,акт,NN,подзаконный,ведомственный,JJ,JJ
1,акт,NN,подзаконный,правовой,JJ,JJ
1,акт,NN,природоохранный,нормативный,JJ,JJ
1,акт,NN,простой,двигательный,JJ,JJ
1,акт,NN,роскошный,первый,JJ,JJ
1,акт,NN,свободный,волевой,JJ,JJ
2,акт,NN,следующий,законодательный,JJ,JJ
1,акт,NN,следующий,правовой,JJ,JJ
1,акт,NN,сложный,психофизический,JJ,JJ
3,акт,NN,соответствующий,законодательный,JJ,JJ
1,акт,NN,соответствующий,нормативный,JJ,JJ
1,акт,NN,специальный,законодательный,JJ,JJ
1,акт,NN,элементарный,локальный,JJ,JJ
1,актер,NN,американский,комедийный,JJ,JJ
1,актер,NN,блестящий,характерный,JJ,JJ
1,актер,NN,британский,театральный,JJ,JJ
1,актёр,NN,ведущий,комедийный,JJ,JJ
1,актер,NN,великий,русский,JJ,JJ
1,актер,NN,великий,трагический,JJ,JJ
2,актёр,NN,выдающийся,шекспировский,JJ,JJ
1,актер,NN,высокопрофессиональный,театральный,JJ,JJ
1,актер,NN,дорогостоящий,британский,JJ,JJ
1,актер,NN,другой,начинать,JJ,JJ
1,актер,NN,другой,непрофессиональный,JJ,JJ
1,актёр,NN,единственный,американский,JJ,JJ
1,актер,NN,знаменитый,британский,JJ,JJ
2,актёр,NN,знаменитый,немецкий,JJ,JJ
1,актер,NN,знаменитый,театральный,JJ,JJ
1,актер,NN,известный,американский,JJ,JJ
1,актер,NN,известный,востребованный,JJ,JJ
1,актер,NN,известный,голливудский,JJ,JJ
1,актер,NN,известный,датский,JJ,JJ
1,актёр,NN,известный,немецкий,JJ,JJ
1,актер,NN,известный,советский,JJ,JJ
1,актер,NN,известный,французский,JJ,JJ
1,актер,NN,именитый,британский,JJ,JJ
2,актер,NN,крупный,армянский,JJ,JJ
1,актер,NN,крупный,театральный,JJ,JJ
1,актер,NN,лучший,голливудский,JJ,JJ
1,актер,NN,местный,театральный,JJ,JJ
1,актер,NN,начинать,двадцатиоднолетний,JJ,JJ
1,актер,NN,опытный,мхатовский,JJ,JJ
1,актер,NN,популярный,голливудский,JJ,JJ
1,актёр,NN,популярный,российский,JJ,JJ
1,актер,NN,популярный,театральный,JJ,JJ
