count,noun_word,noun_pos,adj1_word,adj2_word,adj1_pos,adj2_pos
1,achievements,NNS,historic,legislative,JJ,JJ
1,achievements,NNS,outstanding,academic,JJ,JJ
1,achievements,NNS,religious,intellectual,JJ,JJ
1,achievements,NNS,various,academic,JJ,JJ
1,acid,NN,crystalline,organic,JJ,JJ
1,acid,NN,dilute,nitric,JJ,JJ
1,acid,NN,free,carbonic,JJ,JJ
1,acid,NN,pure,citric,JJ,JJ
1,acid,NN,resultant,lactic,JJ,JJ
1,acid,NN,softer,lactic,JJR,JJ
1,acid,NN,strong,nitric,JJ,JJ
1,acid,NN,weak,organic,JJ,JJ
1,acids,NNS,main,organic,JJ,JJ
1,acids,NNS,stronger,edible,JJR,JJ
1,acquaintance,NN,wide,artistic,JJ,JJ
1,acquaintances,NNS,old,female,JJ,JJ
1,acquisition,NN,early,unexpected,JJ,JJ
1,acquisition,NN,separate,competitive,JJ,JJ
1,acquisitions,NNS,considerable,territorial,JJ,JJ
1,acquisitions,NNS,numerous,corporate,JJ,JJ
1,acquisitions,NNS,vague,territorial,JJ,JJ
1,acrimony,NN,exceptional,political,JJ,JJ
1,acting,NN,false,mechanical,JJ,JJ
1,acting,NN,tense,serious,JJ,JJ
1,action,NN,aggressive,military,JJ,JJ
2,action,NN,American,military,JJ,JJ
1,action,NN,clandestine,direct,JJ,JJ
1,action,NN,direct,causal,JJ,JJ
1,action,NN,direct,mechanical,JJ,JJ
2,action,NN,direct,political,JJ,JJ
1,action,NN,eventual,legal,JJ,JJ
1,action,NN,further,industrial,JJ,JJ
1,action,NN,further,legal,JJ,JJ
1,action,NN,further,offensive,JJ,JJ
1,action,NN,Georgian,military,JJ,JJ
1,action,NN,German,military,JJ,JJ
1,action,NN,immediate,decisive,JJ,JJ
1,action,NN,imminent,lawless,JJ,JJ
1,action,NN,indirect,military,JJ,JJ
1,action,NN,limited,offensive,JJ,JJ
1,action,NN,little,military,JJ,JJ
1,action,NN,major,industrial,JJ,JJ
1,action,NN,mere,human,JJ,JJ
1,action,NN,minimal,tidal,JJ,JJ
1,action,NN,offensive,military,JJ,JJ
1,action,NN,ongoing,legal,JJ,JJ
1,action,NN,past,geological,JJ,JJ
1,action,NN,popular,political,JJ,JJ
1,action,NN,possible,terrorist,JJ,JJ
1,action,NN,practical,environmental,JJ,JJ
1,action,NN,present,geological,JJ,JJ
1,action,NN,primary,destructive,JJ,JJ
1,action,NN,racial,affirmative,JJ,JJ
1,action,NN,radical,economic,JJ,JJ
1,action,NN,revolutionary,direct,JJ,JJ
1,action,NN,serious,legal,JJ,JJ
1,action,NN,significant,disciplinary,JJ,JJ
1,action,NN,significant,military,JJ,JJ
1,action,NN,single,whole,JJ,JJ
1,action,NN,special,political,JJ,JJ
1,action,NN,standard,evasive,JJ,JJ
1,action,NN,subsequent,civil,JJ,JJ
1,action,NN,surgical,military,JJ,JJ
1,action,NN,traditional,double,JJ,JJ
1,action,NN,traditional,western,JJ,JJ
1,action,NN,verifiable,treasonable,JJ,JJ
1,action,NN,violent,direct,JJ,JJ
1,action,NN,voluntary,human,JJ,JJ
1,actions,NNS,appropriate,protective,JJ,JJ
1,actions,NNS,crucial,defensive,JJ,JJ
1,actions,NNS,different,respiratory,JJ,JJ
1,actions,NNS,frivolous,legal,JJ,JJ
1,actions,NNS,further,military,JJ,JJ
1,actions,NNS,hostile,military,JJ,JJ
1,actions,NNS,individual,productive,JJ,JJ
1,actions,NNS,insurgent,Confederate,JJ,JJ
1,actions,NNS,limited,military,JJ,JJ
1,actions,NNS,minor,naval,JJ,JJ
2,actions,NNS,multiple,cultural,JJ,JJ
1,actions,NNS,Occasional,military,JJ,JJ
1,actions,NNS,potential,future,JJ,JJ
1,actions,NNS,Roman,military,JJ,JJ
1,actions,NNS,significant,military,JJ,JJ
1,actions,NNS,small,demonstrative,JJ,JJ
1,actions,NNS,various,personal,JJ,JJ
1,actions,NNS,violent,free,JJ,JJ
2,activist,NN,American,political,JJ,JJ
1,activist,NN,Chinese,progressive,JJ,JJ
1,activist,NN,experienced,political,JJ,JJ
1,activist,NN,Fijian,political,JJ,JJ
1,activist,NN,important,radical,JJ,JJ
1,activist,NN,Indian,rural,JJ,JJ
1,activist,NN,local,political,JJ,JJ
1,activist,NN,Native,American,JJ,JJ
1,activist,NN,Nigerian,political,JJ,JJ
1,activists,NNS,former,fascist,JJ,JJ
1,activists,NNS,Hindu,nationalist,JJ,JJ
1,activists,NNS,Polish,political,JJ,JJ
1,activists,NNS,Western,environmental,JJ,JJ
1,activists,NNS,young,Christian,JJ,JJ
1,activities,NNS,Academic,extracurricular,JJ,JJ
1,activities,NNS,anal,sexual,JJ,JJ
1,activities,NNS,basic,economic,JJ,JJ
2,activities,NNS,Basic,economic,JJ,JJ
1,activities,NNS,Bulgarian,military,JJ,JJ
1,activities,NNS,certain,criminal,JJ,JJ
1,activities,NNS,certain,physical,JJ,JJ
3,activities,NNS,Common,recreational,JJ,JJ
1,activities,NNS,comparable,outdoor,JJ,JJ
1,activities,NNS,competitive,commercial,JJ,JJ
1,activities,NNS,different,continuous,JJ,JJ
1,activities,NNS,different,human,JJ,JJ
1,activities,NNS,Different,physical,JJ,JJ
1,activities,NNS,earliest,academic,JJS,JJ
1,activities,NNS,early,nationalist,JJ,JJ
1,activities,NNS,essential,scientific,JJ,JJ
1,activities,NNS,final,public,JJ,JJ
1,activities,NNS,further,creative,JJ,JJ
1,activities,NNS,further,extracurricular,JJ,JJ
1,activities,NNS,further,terrorist,JJ,JJ
1,activities,NNS,international,financial,JJ,JJ
1,activities,NNS,International,terrorist,JJ,JJ
1,activities,NNS,lewd,sexual,JJ,JJ
1,activities,NNS,local,recreational,JJ,JJ
7,activities,NNS,main,economic,JJ,JJ
1,activities,NNS,main,human,JJ,JJ
2,activities,NNS,Major,economic,JJ,JJ
1,activities,NNS,Modern,commercial,JJ,JJ
2,activities,NNS,new,economic,JJ,JJ
1,activities,NNS,numerous,extracurricular,JJ,JJ
1,activities,NNS,numerous,professional,JJ,JJ
1,activities,NNS,offensive,armed,JJ,JJ
1,activities,NNS,opposite,optical,JJ,JJ
1,activities,NNS,original,religious,JJ,JJ
3,activities,NNS,outdoor,recreational,JJ,JJ
1,activities,NNS,passive,recreational,JJ,JJ
1,activities,NNS,peaceful,nuclear,JJ,JJ
1,activities,NNS,plentiful,recreational,JJ,JJ
1,activities,NNS,popular,outdoor,JJ,JJ
1,activities,NNS,popular,recreational,JJ,JJ
1,activities,NNS,Popular,recreational,JJ,JJ
1,activities,NNS,popular,religious,JJ,JJ
3,activities,NNS,primary,economic,JJ,JJ
1,activities,NNS,Primary,economic,JJ,JJ
1,activities,NNS,primary,recreational,JJ,JJ
4,activities,NNS,Primary,recreational,JJ,JJ
2,activities,NNS,recreational,outdoor,JJ,JJ
1,activities,NNS,regional,agricultural,JJ,JJ
1,activities,NNS,relevant,extracurricular,JJ,JJ
1,activities,NNS,ritualistic,daily,JJ,JJ
1,activities,NNS,seditious,political,JJ,JJ
1,activities,NNS,specific,economic,JJ,JJ
1,activities,NNS,successful,extracurricular,JJ,JJ
1,activities,NNS,traditional,cultural,JJ,JJ
1,activities,NNS,traditional,indigenous,JJ,JJ
1,activities,NNS,typical,everyday,JJ,JJ
1,activities,NNS,underground,political,JJ,JJ
1,activities,NNS,various,civic,JJ,JJ
1,activities,NNS,various,criminal,JJ,JJ
1,activities,NNS,various,cultural,JJ,JJ
1,activities,NNS,Various,devotional,JJ,JJ
1,activities,NNS,various,humanitarian,JJ,JJ
1,activities,NNS,various,recreational,JJ,JJ
1,activities,NNS,various,social,JJ,JJ
1,activities,NNS,various,terrorist,JJ,JJ
1,activities,NNS,worldwide,financial,JJ,JJ
1,activity,NN,abnormal,electrical,JJ,JJ
1,activity,NN,active,metabolic,JJ,JJ
2,activity,NN,actual,sexual,JJ,JJ
1,activity,NN,aggregate,economic,JJ,JJ
1,activity,NN,Allied,diplomatic,JJ,JJ
1,activity,NN,ancient,Roman,JJ,JJ
1,activity,NN,certain,agricultural,JJ,JJ
1,activity,NN,certain,ordinary,JJ,JJ
1,activity,NN,communal,outdoor,JJ,JJ
1,activity,NN,complex,criminal,JJ,JJ
1,activity,NN,crucial,economic,JJ,JJ
1,activity,NN,current,economic,JJ,JJ
1,activity,NN,current,volcanic,JJ,JJ
1,activity,NN,dangerous,native,JJ,JJ
1,activity,NN,different,biological,JJ,JJ
1,activity,NN,different,economic,JJ,JJ
1,activity,NN,dominant,economic,JJ,JJ
1,activity,NN,earliest,human,JJS,JJ
1,activity,NN,European,economic,JJ,JJ
1,activity,NN,excessive,speculative,JJ,JJ
1,activity,NN,explosive,volcanic,JJ,JJ
1,activity,NN,extensive,agricultural,JJ,JJ
1,activity,NN,extensive,physical,JJ,JJ
1,activity,NN,former,volcanic,JJ,JJ
1,activity,NN,frequent,seismic,JJ,JJ
1,activity,NN,frequent,volcanic,JJ,JJ
1,activity,NN,further,Congressional,JJ,JJ
1,activity,NN,future,volcanic,JJ,JJ
1,activity,NN,German,diversionary,JJ,JJ
1,activity,NN,global,economic,JJ,JJ
1,activity,NN,great,commercial,JJ,JJ
1,activity,NN,heavy,sexual,JJ,JJ
1,activity,NN,highest,biological,JJS,JJ
1,activity,NN,high,seismic,JJ,JJ
1,activity,NN,ideal,economic,JJ,JJ
1,activity,NN,illegal,military,JJ,JJ
1,activity,NN,illicit,sexual,JJ,JJ
1,activity,NN,important,economical,JJ,JJ
1,activity,NN,important,economic,JJ,JJ
1,activity,NN,intense,legislative,JJ,JJ
1,activity,NN,intense,magnetic,JJ,JJ
1,activity,NN,intense,political,JJ,JJ
1,activity,NN,intense,scientific,JJ,JJ
1,activity,NN,Japanese,military,JJ,JJ
1,activity,NN,Japanese,naval,JJ,JJ
1,activity,NN,joyless,sexless,JJ,JJ
1,activity,NN,large,economic,JJ,JJ
1,activity,NN,last,political,JJ,JJ
1,activity,NN,Legal,religious,JJ,JJ
1,activity,NN,limited,operational,JJ,JJ
1,activity,NN,little,economic,JJ,JJ
1,activity,NN,low,economic,JJ,JJ
1,activity,NN,lower,glandular,JJR,JJ
1,activity,NN,lower,solar,JJR,JJ
2,activity,NN,main,economical,JJ,JJ
8,activity,NN,main,economic,JJ,JJ
1,activity,NN,Main,economic,JJ,JJ
2,activity,NN,major,economic,JJ,JJ
1,activity,NN,major,volcanic,JJ,JJ
1,activity,NN,male,homosexual,JJ,JJ
1,activity,NN,massive,volcanic,JJ,JJ
1,activity,NN,Native,American,JJ,JJ
1,activity,NN,new,financial,JJ,JJ
1,activity,NN,Nigerian,economic,JJ,JJ
1,activity,NN,normal,respiratory,JJ,JJ
1,activity,NN,only,economic,JJ,JJ
1,activity,NN,Palestinian,political,JJ,JJ
1,activity,NN,Parisian,Surrealist,JJ,JJ
1,activity,NN,past,geological,JJ,JJ
1,activity,NN,past,volcanic,JJ,JJ
2,activity,NN,popular,recreational,JJ,JJ
1,activity,NN,popular,therapeutic,JJ,JJ
1,activity,NN,possible,current,JJ,JJ
1,activity,NN,practical,political,JJ,JJ
1,activity,NN,predominant,economic,JJ,JJ
1,activity,NN,premarital,sexual,JJ,JJ
3,activity,NN,primary,economic,JJ,JJ
1,activity,NN,promiscuous,sexual,JJ,JJ
1,activity,NN,Radical,Republican,JJ,JJ
1,activity,NN,reborn,economic,JJ,JJ
1,activity,NN,recent,human,JJ,JJ
1,activity,NN,recreational,human,JJ,JJ
1,activity,NN,rhythmic,respiratory,JJ,JJ
1,activity,NN,Rural,economic,JJ,JJ
1,activity,NN,Russian,military,JJ,JJ
1,activity,NN,significant,economic,JJ,JJ
1,activity,NN,significant,seismic,JJ,JJ
1,activity,NN,Spanish,colonial,JJ,JJ
3,activity,NN,teenage,sexual,JJ,JJ
1,activity,NN,underground,criminal,JJ,JJ
1,activity,NN,usual,bisexual,JJ,JJ
1,activity,NN,western,economic,JJ,JJ
1,act,NN,best,live,JJS,JJ
1,act,NN,crude,political,JJ,JJ
1,act,NN,dangerous,unlawful,JJ,JJ
1,act,NN,final,public,JJ,JJ
1,act,NN,last,stupid,JJ,JJ
1,act,NN,lone,terrorist,JJ,JJ
1,act,NN,major,musical,JJ,JJ
1,act,NN,male,Latin,JJ,JJ
1,act,NN,only,proper,JJ,JJ
1,act,NN,Polish,legal,JJ,JJ
1,act,NN,possible,immoral,JJ,JJ
1,act,NN,simplest,surrealist,JJS,JJ
1,act,NN,single,criminal,JJ,JJ
1,act,NN,singular,live,JJ,JJ
1,act,NN,sole,official,JJ,JJ
1,act,NN,stupid,military,JJ,JJ
1,Actor,NN,Best,British,JJS,JJ
1,Actor,NN,Best,Dutch,JJS,JJ
1,Actor,NN,Best,Female,JJS,JJ
1,Actor,NN,Best,Foreign,JJS,JJ
2,actor,NN,Black,male,JJ,JJ
1,actor,NN,English,comic,JJ,JJ
1,actor,NN,great,French,JJ,JJ
1,actor,NN,great,technical,JJ,JJ
1,actor,NN,influential,French,JJ,JJ
1,actor,NN,international,political,JJ,JJ
1,actor,NN,only,major,JJ,JJ
1,actor,NN,only,male,JJ,JJ
1,actor,NN,responsible,global,JJ,JJ
1,actor,NN,serious,classical,JJ,JJ
1,actor,NN,versatile,professional,JJ,JJ
1,actor,NN,white,British,JJ,JJ
1,actor,NN,young,Australian,JJ,JJ
1,actors,NNS,elitist,arrogant,JJ,JJ
1,actors,NNS,eminent,foreign,JJ,JJ
1,actors,NNS,famous,American,JJ,JJ
1,actors,NNS,famous,Asian,JJ,JJ
1,actors,NNS,finest,young,JJS,JJ
1,actors,NNS,further,Black,JJ,JJ
1,actors,NNS,latest,Kenyan,JJS,JJ
1,actors,NNS,notable,comic,JJ,JJ
1,actors,NNS,notable,Hungarian,JJ,JJ
1,actors,NNS,numerous,fellow,JJ,JJ
1,actors,NNS,outspoken,liberal,JJ,JJ
1,actors,NNS,radical,Islamic,JJ,JJ
1,actors,NNS,small,political,JJ,JJ
1,actors,NNS,splendid,Mexican,JJ,JJ
1,actors,NNS,top,Korean,JJ,JJ
1,actors,NNS,young,male,JJ,JJ
1,actresses,NNS,great,potential,JJ,JJ
1,actresses,NNS,young,beautiful,JJ,JJ
3,actress,NN,American,pornographic,JJ,JJ
1,Actress,NN,Best,British,JJS,JJ
1,Actress,NN,Best,Dramatic,JJS,JJ
1,Actress,NN,Best,Foreign,JJS,JJ
1,actress,NN,best,juvenile,JJS,JJ
1,Actress,NN,Best,New,JJS,JJ
1,actress,NN,Dominican,American,JJ,JJ
1,actress,NN,former,Indian,JJ,JJ
1,actress,NN,former,pornographic,JJ,JJ
1,actress,NN,German,Australian,JJ,JJ
1,actress,NN,greatest,natural,JJS,JJ
1,actress,NN,Iranian,American,JJ,JJ
1,actress,NN,only,Spanish,JJ,JJ
1,actress,NN,pushy,young,JJ,JJ
1,actress,NN,young,American,JJ,JJ
1,actress,NN,young,Swedish,JJ,JJ
1,acts,NNS,adult,homosexual,JJ,JJ
1,acts,NNS,biggest,live,JJS,JJ
1,acts,NNS,biggest,musical,JJS,JJ
1,acts,NNS,certain,criminal,JJ,JJ
1,acts,NNS,certain,physical,JJ,JJ
1,acts,NNS,different,illegal,JJ,JJ
1,acts,NNS,direct,aggressive,JJ,JJ
1,acts,NNS,future,terrorist,JJ,JJ
1,acts,NNS,horrific,misguided,JJ,JJ
1,acts,NNS,independent,Canadian,JJ,JJ
1,acts,NNS,Japanese,musical,JJ,JJ
1,acts,NNS,last,major,JJ,JJ
1,acts,NNS,legendary,international,JJ,JJ
1,acts,NNS,local,charitable,JJ,JJ
1,acts,NNS,lustful,carnal,JJ,JJ
1,acts,NNS,male,homosexual,JJ,JJ
2,acts,NNS,normative,legal,JJ,JJ
1,acts,NNS,numerous,terrorist,JJ,JJ
1,acts,NNS,official,public,JJ,JJ
1,acts,NNS,Regular,musical,JJ,JJ
1,acts,NNS,specific,criminal,JJ,JJ
1,acts,NNS,successful,alternative,JJ,JJ
2,acts,NNS,successful,local,JJ,JJ
1,acts,NNS,various,ecumenical,JJ,JJ
1,acts,NNS,various,notorious,JJ,JJ
1,acts,NNS,violent,sexual,JJ,JJ
1,acuity,NN,high,visual,JJ,JJ
1,acuity,NN,remarkable,mental,JJ,JJ
1,adages,NNS,interesting,African,JJ,JJ
1,adaptation,NN,Latin,American,JJ,JJ
1,adaptation,NN,loose,cinematic,JJ,JJ
1,adaptation,NN,only,musical,JJ,JJ
1,adaptations,NNS,elaborate,structural,JJ,JJ
1,adaptations,NNS,special,physiological,JJ,JJ
1,adaptations,NNS,stronger,nocturnal,JJR,JJ
1,adaptations,NNS,successive,theatrical,JJ,JJ
1,adder,NN,standard,binary,JJ,JJ
1,addition,NN,Perpendicular,Gothic,JJ,JJ
1,additions,NNS,new,younger,JJ,JJR
1,additions,NNS,numerous,later,JJ,JJR
1,addresses,NNS,different,real,JJ,JJ
1,addresses,NNS,frequent,direct,JJ,JJ
1,addresses,NNS,unique,local,JJ,JJ
1,addresses,NNS,various,postal,JJ,JJ
1,address,NN,different,physical,JJ,JJ
1,address,NN,external,public,JJ,JJ
1,address,NN,last,personal,JJ,JJ
1,address,NN,last,presidential,JJ,JJ
1,address,NN,similar,annual,JJ,JJ
1,address,NN,specific,internal,JJ,JJ
1,adherents,NNS,Early,religious,JJ,JJ
1,adjective,NN,Late,Latin,JJ,JJ
1,adjectives,NNS,personal,possessive,JJ,JJ
1,adjustment,NN,better,psychological,JJR,JJ
1,adjustment,NN,Left,Right,JJ,JJ
1,adjustments,NNS,necessary,constitutional,JJ,JJ
1,adjustments,NNS,small,subtle,JJ,JJ
1,administration,NN,American,civil,JJ,JJ
1,administration,NN,Australian,civil,JJ,JJ
1,administration,NN,Australian,military,JJ,JJ
2,administration,NN,British,colonial,JJ,JJ
1,administration,NN,British,military,JJ,JJ
1,administration,NN,central,papal,JJ,JJ
1,administration,NN,covert,involuntary,JJ,JJ
1,administration,NN,direct,colonial,JJ,JJ
1,administration,NN,former,civil,JJ,JJ
1,administration,NN,future,mayoral,JJ,JJ
1,administration,NN,German,colonial,JJ,JJ
1,administration,NN,German,occupational,JJ,JJ
1,administration,NN,Kenyan,colonial,JJ,JJ
1,administration,NN,local,Spanish,JJ,JJ
1,administration,NN,new,Federalist,JJ,JJ
1,administration,NN,new,Nationalist,JJ,JJ
1,administration,NN,Plain,autonomous,JJ,JJ
1,administration,NN,Portuguese,colonial,JJ,JJ
1,administration,NN,public,municipal,JJ,JJ
1,administration,NN,Republican,presidential,JJ,JJ
1,administration,NN,Russian,presidential,JJ,JJ
1,administration,NN,Turkish,public,JJ,JJ
1,administration,NN,Upper,Canadian,JJ,JJ
1,administration,NN,wider,Roman,JJR,JJ
1,administrations,NNS,successive,Malaysian,JJ,JJ
2,administrator,NN,American,academic,JJ,JJ
1,administrator,NN,British,colonial,JJ,JJ
1,administrator,NN,Canadian,academic,JJ,JJ
1,administrator,NN,German,civilian,JJ,JJ
1,administrator,NN,Indian,colonial,JJ,JJ
1,administrator,NN,Taiwanese,academic,JJ,JJ
1,administrators,NNS,British,colonial,JJ,JJ
1,admission,NN,public,free,JJ,JJ
1,adolescents,NNS,male,late,JJ,JJ
1,adoption,NN,earliest,human,JJS,JJ
1,adoption,NN,subsequent,widespread,JJ,JJ
1,adults,NNS,additional,young,JJ,JJ
